"Time (UTC),""Belgium (BE) > Germany (DE) Day Ahead [MW]"",""Belgium (BE) > Germany (DE) Total [MW]"",""Germany (DE) > Belgium (BE) Day Ahead [MW]"",""Germany (DE) > Belgium (BE) Total [MW]"""
"12.11.2021 17:45 - 12.11.2021 18:00,""0"",""300"",""844"",""1039"""
"12.11.2021 18:00 - 12.11.2021 18:15,""0"",""15"",""382"",""397"""
"12.11.2021 18:15 - 12.11.2021 18:30,""0"",""15"",""382"",""389"""
"12.11.2021 18:30 - 12.11.2021 18:45,""0"",""20"",""382"",""382"""
"12.11.2021 18:45 - 12.11.2021 19:00,""0"",""20"",""382"",""382"""
"12.11.2021 19:00 - 12.11.2021 19:15,""0"",""0"",""295"",""295"""
"12.11.2021 19:15 - 12.11.2021 19:30,""0"",""0"",""295"",""295"""
"12.11.2021 19:30 - 12.11.2021 19:45,""0"",""0"",""295"",""295"""
"12.11.2021 19:45 - 12.11.2021 20:00,""0"",""0"",""295"",""295"""
"12.11.2021 20:00 - 12.11.2021 20:15,""0"",""0"",""773"",""773"""
"12.11.2021 20:15 - 12.11.2021 20:30,""0"",""0"",""773"",""773"""
"12.11.2021 20:30 - 12.11.2021 20:45,""0"",""0"",""773"",""773"""
"12.11.2021 20:45 - 12.11.2021 21:00,""0"",""18"",""773"",""775"""
"12.11.2021 21:00 - 12.11.2021 21:15,""0"",""35"",""884"",""884"""
"12.11.2021 21:15 - 12.11.2021 21:30,""0"",""30"",""884"",""884"""
"12.11.2021 21:30 - 12.11.2021 21:45,""0"",""21"",""884"",""893"""
"12.11.2021 21:45 - 12.11.2021 22:00,""0"",""22"",""884"",""888"""
"12.11.2021 22:00 - 12.11.2021 22:15,""0"",""4"",""1000"",""1004"""
"12.11.2021 22:15 - 12.11.2021 22:30,""0"",""4"",""1000"",""1004"""
"12.11.2021 22:30 - 12.11.2021 22:45,""0"",""6"",""1000"",""1006"""
"12.11.2021 22:45 - 12.11.2021 23:00,""0"",""6"",""1000"",""1006"""
"12.11.2021 23:00 - 12.11.2021 23:15,""0"",""0"",""1000"",""1000"""
"12.11.2021 23:15 - 12.11.2021 23:30,""0"",""0"",""1000"",""1000"""
"12.11.2021 23:30 - 12.11.2021 23:45,""0"",""0"",""1000"",""1000"""
"12.11.2021 23:45 - 13.11.2021 00:00,""0"",""0"",""1000"",""1000"""
"13.11.2021 00:00 - 13.11.2021 00:15,""0"",""0"",""1000"",""1000"""
"13.11.2021 00:15 - 13.11.2021 00:30,""0"",""0"",""1000"",""1000"""
"13.11.2021 00:30 - 13.11.2021 00:45,""0"",""0"",""1000"",""1000"""
"13.11.2021 00:45 - 13.11.2021 01:00,""0"",""0"",""1000"",""1000"""
"13.11.2021 01:00 - 13.11.2021 01:15,""0"",""0"",""866"",""866"""
"13.11.2021 01:15 - 13.11.2021 01:30,""0"",""0"",""866"",""866"""
"13.11.2021 01:30 - 13.11.2021 01:45,""0"",""0"",""866"",""866"""
"13.11.2021 01:45 - 13.11.2021 02:00,""0"",""0"",""866"",""866"""
"13.11.2021 02:00 - 13.11.2021 02:15,""0"",""13"",""922"",""935"""
"13.11.2021 02:15 - 13.11.2021 02:30,""0"",""13"",""922"",""935"""
"13.11.2021 02:30 - 13.11.2021 02:45,""0"",""13"",""922"",""935"""
"13.11.2021 02:45 - 13.11.2021 03:00,""0"",""13"",""922"",""935"""
"13.11.2021 03:00 - 13.11.2021 03:15,""0"",""49"",""13"",""17"""
"13.11.2021 03:15 - 13.11.2021 03:30,""0"",""32"",""13"",""17"""
"13.11.2021 03:30 - 13.11.2021 03:45,""0"",""67"",""13"",""17"""
"13.11.2021 03:45 - 13.11.2021 04:00,""0"",""67"",""13"",""17"""
"13.11.2021 04:00 - 13.11.2021 04:15,""0"",""294"",""601"",""787"""
"13.11.2021 04:15 - 13.11.2021 04:30,""0"",""286"",""601"",""787"""
"13.11.2021 04:30 - 13.11.2021 04:45,""0"",""281"",""601"",""798"""
"13.11.2021 04:45 - 13.11.2021 05:00,""0"",""281"",""601"",""826"""
"13.11.2021 05:00 - 13.11.2021 05:15,""112"",""112"",""0"",""0"""
"13.11.2021 05:15 - 13.11.2021 05:30,""112"",""112"",""0"",""0"""
"13.11.2021 05:30 - 13.11.2021 05:45,""112"",""112"",""0"",""0"""
"13.11.2021 05:45 - 13.11.2021 06:00,""112"",""112"",""0"",""0"""
"13.11.2021 06:00 - 13.11.2021 06:15,""162"",""162"",""0"",""0"""
"13.11.2021 06:15 - 13.11.2021 06:30,""162"",""162"",""0"",""0"""
"13.11.2021 06:30 - 13.11.2021 06:45,""162"",""162"",""0"",""0"""
"13.11.2021 06:45 - 13.11.2021 07:00,""162"",""162"",""0"",""0"""
"13.11.2021 07:00 - 13.11.2021 07:15,""0"",""49"",""781"",""991"""
"13.11.2021 07:15 - 13.11.2021 07:30,""0"",""80"",""781"",""990"""
"13.11.2021 07:30 - 13.11.2021 07:45,""0"",""100"",""781"",""864"""
"13.11.2021 07:45 - 13.11.2021 08:00,""0"",""98"",""781"",""891"""
"13.11.2021 08:00 - 13.11.2021 08:15,""0"",""0"",""612"",""911"""
"13.11.2021 08:15 - 13.11.2021 08:30,""0"",""54"",""612"",""957"""
"13.11.2021 08:30 - 13.11.2021 08:45,""0"",""45"",""612"",""941"""
"13.11.2021 08:45 - 13.11.2021 09:00,""0"",""38"",""612"",""949"""
"13.11.2021 09:00 - 13.11.2021 09:15,""0"",""41"",""403"",""728"""
"13.11.2021 09:15 - 13.11.2021 09:30,""0"",""52"",""403"",""595"""
"13.11.2021 09:30 - 13.11.2021 09:45,""0"",""92"",""403"",""587"""
"13.11.2021 09:45 - 13.11.2021 10:00,""0"",""113"",""403"",""580"""
"13.11.2021 10:00 - 13.11.2021 10:15,""0"",""41"",""261"",""580"""
"13.11.2021 10:15 - 13.11.2021 10:30,""0"",""14"",""261"",""574"""
"13.11.2021 10:30 - 13.11.2021 10:45,""0"",""5"",""261"",""552"""
"13.11.2021 10:45 - 13.11.2021 11:00,""0"",""0"",""261"",""551"""
"13.11.2021 11:00 - 13.11.2021 11:15,""0"",""2"",""182"",""483"""
"13.11.2021 11:15 - 13.11.2021 11:30,""0"",""3"",""182"",""483"""
"13.11.2021 11:30 - 13.11.2021 11:45,""0"",""10"",""182"",""481"""
"13.11.2021 11:45 - 13.11.2021 12:00,""0"",""10"",""182"",""476"""
"13.11.2021 12:00 - 13.11.2021 12:15,""0"",""45"",""102"",""405"""
"13.11.2021 12:15 - 13.11.2021 12:30,""0"",""48"",""102"",""399"""
"13.11.2021 12:30 - 13.11.2021 12:45,""0"",""57"",""102"",""402"""
"13.11.2021 12:45 - 13.11.2021 13:00,""0"",""43"",""102"",""398"""
"13.11.2021 13:00 - 13.11.2021 13:15,""68"",""319"",""0"",""303"""
"13.11.2021 13:15 - 13.11.2021 13:30,""68"",""303"",""0"",""290"""
"13.11.2021 13:30 - 13.11.2021 13:45,""68"",""296"",""0"",""303"""
"13.11.2021 13:45 - 13.11.2021 14:00,""68"",""298"",""0"",""304"""
"13.11.2021 14:00 - 13.11.2021 14:15,""169"",""355"",""0"",""302"""
"13.11.2021 14:15 - 13.11.2021 14:30,""169"",""327"",""0"",""302"""
"13.11.2021 14:30 - 13.11.2021 14:45,""169"",""324"",""0"",""302"""
"13.11.2021 14:45 - 13.11.2021 15:00,""169"",""304"",""0"",""309"""
"13.11.2021 15:00 - 13.11.2021 15:15,""312"",""477"",""0"",""628"""
"13.11.2021 15:15 - 13.11.2021 15:30,""312"",""455"",""0"",""643"""
"13.11.2021 15:30 - 13.11.2021 15:45,""312"",""430"",""0"",""516"""
"13.11.2021 15:45 - 13.11.2021 16:00,""312"",""398"",""0"",""700"""
"13.11.2021 16:00 - 13.11.2021 16:15,""186"",""306"",""0"",""195"""
"13.11.2021 16:15 - 13.11.2021 16:30,""186"",""218"",""0"",""269"""
"13.11.2021 16:30 - 13.11.2021 16:45,""186"",""197"",""0"",""348"""
"13.11.2021 16:45 - 13.11.2021 17:00,""186"",""186"",""0"",""453"""
"13.11.2021 17:00 - 13.11.2021 17:15,""0"",""2"",""125"",""427"""
"13.11.2021 17:15 - 13.11.2021 17:30,""0"",""8"",""125"",""427"""
"13.11.2021 17:30 - 13.11.2021 17:45,""0"",""12"",""125"",""428"""
"13.11.2021 17:45 - 13.11.2021 18:00,""0"",""30"",""125"",""416"""
"13.11.2021 18:00 - 13.11.2021 18:15,""0"",""0"",""900"",""1000"""
"13.11.2021 18:15 - 13.11.2021 18:30,""0"",""0"",""900"",""1000"""
"13.11.2021 18:30 - 13.11.2021 18:45,""0"",""0"",""900"",""1000"""
"13.11.2021 18:45 - 13.11.2021 19:00,""0"",""0"",""900"",""1000"""
"13.11.2021 19:00 - 13.11.2021 19:15,""0"",""7"",""881"",""1000"""
"13.11.2021 19:15 - 13.11.2021 19:30,""0"",""7"",""881"",""1000"""
"13.11.2021 19:30 - 13.11.2021 19:45,""0"",""7"",""881"",""1000"""
"13.11.2021 19:45 - 13.11.2021 20:00,""0"",""7"",""881"",""1000"""
"13.11.2021 20:00 - 13.11.2021 20:15,""0"",""17"",""199"",""498"""
"13.11.2021 20:15 - 13.11.2021 20:30,""0"",""17"",""199"",""496"""
"13.11.2021 20:30 - 13.11.2021 20:45,""0"",""17"",""199"",""498"""
"13.11.2021 20:45 - 13.11.2021 21:00,""0"",""17"",""199"",""476"""
"13.11.2021 21:00 - 13.11.2021 21:15,""126"",""126"",""0"",""99"""
"13.11.2021 21:15 - 13.11.2021 21:30,""126"",""126"",""0"",""99"""
"13.11.2021 21:30 - 13.11.2021 21:45,""126"",""126"",""0"",""99"""
"13.11.2021 21:45 - 13.11.2021 22:00,""126"",""126"",""0"",""99"""
"13.11.2021 22:00 - 13.11.2021 22:15,""0"",""0"",""21"",""21"""
"13.11.2021 22:15 - 13.11.2021 22:30,""0"",""0"",""21"",""21"""
"13.11.2021 22:30 - 13.11.2021 22:45,""0"",""0"",""21"",""21"""
"13.11.2021 22:45 - 13.11.2021 23:00,""0"",""0"",""21"",""21"""
"13.11.2021 23:00 - 13.11.2021 23:15,""0"",""0"",""624"",""724"""
"13.11.2021 23:15 - 13.11.2021 23:30,""0"",""0"",""624"",""724"""
"13.11.2021 23:30 - 13.11.2021 23:45,""0"",""0"",""624"",""724"""
"13.11.2021 23:45 - 14.11.2021 00:00,""0"",""0"",""624"",""724"""
"14.11.2021 00:00 - 14.11.2021 00:15,""0"",""0"",""131"",""131"""
"14.11.2021 00:15 - 14.11.2021 00:30,""0"",""0"",""131"",""131"""
"14.11.2021 00:30 - 14.11.2021 00:45,""0"",""0"",""131"",""131"""
"14.11.2021 00:45 - 14.11.2021 01:00,""0"",""0"",""131"",""131"""
"14.11.2021 01:00 - 14.11.2021 01:15,""84"",""84"",""0"",""0"""
"14.11.2021 01:15 - 14.11.2021 01:30,""84"",""84"",""0"",""0"""
"14.11.2021 01:30 - 14.11.2021 01:45,""84"",""84"",""0"",""0"""
"14.11.2021 01:45 - 14.11.2021 02:00,""84"",""84"",""0"",""0"""
"14.11.2021 02:00 - 14.11.2021 02:15,""89"",""89"",""0"",""199"""
"14.11.2021 02:15 - 14.11.2021 02:30,""89"",""89"",""0"",""199"""
"14.11.2021 02:30 - 14.11.2021 02:45,""89"",""91"",""0"",""189"""
"14.11.2021 02:45 - 14.11.2021 03:00,""89"",""113"",""0"",""175"""
"14.11.2021 03:00 - 14.11.2021 03:15,""0"",""0"",""131"",""431"""
"14.11.2021 03:15 - 14.11.2021 03:30,""0"",""0"",""131"",""431"""
"14.11.2021 03:30 - 14.11.2021 03:45,""0"",""0"",""131"",""431"""
"14.11.2021 03:45 - 14.11.2021 04:00,""0"",""0"",""131"",""431"""
"14.11.2021 04:00 - 14.11.2021 04:15,""0"",""8"",""353"",""628"""
"14.11.2021 04:15 - 14.11.2021 04:30,""0"",""11"",""353"",""632"""
"14.11.2021 04:30 - 14.11.2021 04:45,""0"",""2"",""353"",""636"""
"14.11.2021 04:45 - 14.11.2021 05:00,""0"",""4"",""353"",""657"""
"14.11.2021 05:00 - 14.11.2021 05:15,""0"",""0"",""882"",""1000"""
"14.11.2021 05:15 - 14.11.2021 05:30,""0"",""0"",""882"",""996"""
"14.11.2021 05:30 - 14.11.2021 05:45,""0"",""0"",""882"",""1000"""
"14.11.2021 05:45 - 14.11.2021 06:00,""0"",""0"",""882"",""1000"""
"14.11.2021 06:00 - 14.11.2021 06:15,""0"",""283"",""1000"",""1000"""
"14.11.2021 06:15 - 14.11.2021 06:30,""0"",""276"",""1000"",""1010"""
"14.11.2021 06:30 - 14.11.2021 06:45,""0"",""248"",""1000"",""1000"""
"14.11.2021 06:45 - 14.11.2021 07:00,""0"",""249"",""1000"",""1005"""
"14.11.2021 07:00 - 14.11.2021 07:15,""0"",""69"",""145"",""447"""
"14.11.2021 07:15 - 14.11.2021 07:30,""0"",""0"",""145"",""445"""
"14.11.2021 07:30 - 14.11.2021 07:45,""0"",""0"",""145"",""312"""
"14.11.2021 07:45 - 14.11.2021 08:00,""0"",""0"",""145"",""333"""
"14.11.2021 08:00 - 14.11.2021 08:15,""0"",""13"",""804"",""1010"""
"14.11.2021 08:15 - 14.11.2021 08:30,""0"",""1"",""804"",""976"""
"14.11.2021 08:30 - 14.11.2021 08:45,""0"",""5"",""804"",""962"""
"14.11.2021 08:45 - 14.11.2021 09:00,""0"",""14"",""804"",""960"""
"14.11.2021 09:00 - 14.11.2021 09:15,""0"",""64"",""746"",""866"""
"14.11.2021 09:15 - 14.11.2021 09:30,""0"",""47"",""746"",""853"""
"14.11.2021 09:30 - 14.11.2021 09:45,""0"",""58"",""746"",""830"""
"14.11.2021 09:45 - 14.11.2021 10:00,""0"",""64"",""746"",""823"""
"14.11.2021 10:00 - 14.11.2021 10:15,""0"",""10"",""642"",""990"""
"14.11.2021 10:15 - 14.11.2021 10:30,""0"",""12"",""642"",""960"""
"14.11.2021 10:30 - 14.11.2021 10:45,""0"",""15"",""642"",""970"""
"14.11.2021 10:45 - 14.11.2021 11:00,""0"",""40"",""642"",""958"""
"14.11.2021 11:00 - 14.11.2021 11:15,""0"",""194"",""844"",""1002"""
"14.11.2021 11:15 - 14.11.2021 11:30,""0"",""193"",""844"",""1000"""
"14.11.2021 11:30 - 14.11.2021 11:45,""0"",""213"",""844"",""1003"""
"14.11.2021 11:45 - 14.11.2021 12:00,""0"",""213"",""844"",""1004"""
"14.11.2021 12:00 - 14.11.2021 12:15,""0"",""133"",""833"",""1001"""
"14.11.2021 12:15 - 14.11.2021 12:30,""0"",""163"",""833"",""1001"""
"14.11.2021 12:30 - 14.11.2021 12:45,""0"",""173"",""833"",""1001"""
"14.11.2021 12:45 - 14.11.2021 13:00,""0"",""191"",""833"",""1001"""
"14.11.2021 13:00 - 14.11.2021 13:15,""0"",""155"",""647"",""947"""
"14.11.2021 13:15 - 14.11.2021 13:30,""0"",""110"",""647"",""947"""
"14.11.2021 13:30 - 14.11.2021 13:45,""0"",""116"",""647"",""947"""
"14.11.2021 13:45 - 14.11.2021 14:00,""0"",""121"",""647"",""947"""
"14.11.2021 14:00 - 14.11.2021 14:15,""0"",""220"",""749"",""999"""
"14.11.2021 14:15 - 14.11.2021 14:30,""0"",""222"",""749"",""1002"""
"14.11.2021 14:30 - 14.11.2021 14:45,""0"",""197"",""749"",""1000"""
"14.11.2021 14:45 - 14.11.2021 15:00,""0"",""188"",""749"",""1004"""
"14.11.2021 15:00 - 14.11.2021 15:15,""0"",""118"",""492"",""628"""
"14.11.2021 15:15 - 14.11.2021 15:30,""0"",""56"",""492"",""679"""
"14.11.2021 15:30 - 14.11.2021 15:45,""0"",""75"",""492"",""674"""
"14.11.2021 15:45 - 14.11.2021 16:00,""0"",""84"",""492"",""836"""
"14.11.2021 16:00 - 14.11.2021 16:15,""0"",""331"",""769"",""982"""
"14.11.2021 16:15 - 14.11.2021 16:30,""0"",""211"",""769"",""1007"""
"14.11.2021 16:30 - 14.11.2021 16:45,""0"",""147"",""769"",""1090"""
"14.11.2021 16:45 - 14.11.2021 17:00,""0"",""155"",""769"",""1149"""
"14.11.2021 17:00 - 14.11.2021 17:15,""0"",""53"",""1000"",""1027"""
"14.11.2021 17:15 - 14.11.2021 17:30,""0"",""59"",""1000"",""1008"""
"14.11.2021 17:30 - 14.11.2021 17:45,""0"",""62"",""1000"",""1005"""
"14.11.2021 17:45 - 14.11.2021 18:00,""0"",""62"",""1000"",""1005"""
"14.11.2021 18:00 - 14.11.2021 18:15,""0"",""97"",""568"",""819"""
"14.11.2021 18:15 - 14.11.2021 18:30,""0"",""100"",""568"",""786"""
"14.11.2021 18:30 - 14.11.2021 18:45,""0"",""99"",""568"",""831"""
"14.11.2021 18:45 - 14.11.2021 19:00,""0"",""105"",""568"",""818"""
"14.11.2021 19:00 - 14.11.2021 19:15,""61"",""228"",""0"",""367"""
"14.11.2021 19:15 - 14.11.2021 19:30,""61"",""241"",""0"",""301"""
"14.11.2021 19:30 - 14.11.2021 19:45,""61"",""250"",""0"",""235"""
"14.11.2021 19:45 - 14.11.2021 20:00,""61"",""258"",""0"",""198"""
"14.11.2021 20:00 - 14.11.2021 20:15,""0"",""129"",""20"",""226"""
"14.11.2021 20:15 - 14.11.2021 20:30,""0"",""173"",""20"",""224"""
"14.11.2021 20:30 - 14.11.2021 20:45,""0"",""145"",""20"",""166"""
"14.11.2021 20:45 - 14.11.2021 21:00,""0"",""110"",""20"",""131"""
"14.11.2021 21:00 - 14.11.2021 21:15,""0"",""86"",""686"",""772"""
"14.11.2021 21:15 - 14.11.2021 21:30,""0"",""71"",""686"",""781"""
"14.11.2021 21:30 - 14.11.2021 21:45,""0"",""77"",""686"",""768"""
"14.11.2021 21:45 - 14.11.2021 22:00,""0"",""81"",""686"",""775"""
"14.11.2021 22:00 - 14.11.2021 22:15,""473"",""473"",""0"",""0"""
"14.11.2021 22:15 - 14.11.2021 22:30,""473"",""473"",""0"",""0"""
"14.11.2021 22:30 - 14.11.2021 22:45,""473"",""473"",""0"",""0"""
"14.11.2021 22:45 - 14.11.2021 23:00,""473"",""473"",""0"",""0"""
"14.11.2021 23:00 - 14.11.2021 23:15,""699"",""699"",""0"",""0"""
"14.11.2021 23:15 - 14.11.2021 23:30,""699"",""699"",""0"",""0"""
"14.11.2021 23:30 - 14.11.2021 23:45,""699"",""699"",""0"",""0"""
"14.11.2021 23:45 - 15.11.2021 00:00,""699"",""699"",""0"",""0"""
"15.11.2021 00:00 - 15.11.2021 00:15,""216"",""216"",""0"",""0"""
"15.11.2021 00:15 - 15.11.2021 00:30,""216"",""216"",""0"",""0"""
"15.11.2021 00:30 - 15.11.2021 00:45,""216"",""216"",""0"",""0"""
"15.11.2021 00:45 - 15.11.2021 01:00,""216"",""216"",""0"",""0"""
"15.11.2021 01:00 - 15.11.2021 01:15,""381"",""381"",""0"",""0"""
"15.11.2021 01:15 - 15.11.2021 01:30,""381"",""381"",""0"",""0"""
"15.11.2021 01:30 - 15.11.2021 01:45,""381"",""381"",""0"",""0"""
"15.11.2021 01:45 - 15.11.2021 02:00,""381"",""381"",""0"",""0"""
"15.11.2021 02:00 - 15.11.2021 02:15,""668"",""790"",""0"",""322"""
"15.11.2021 02:15 - 15.11.2021 02:30,""668"",""814"",""0"",""305"""
"15.11.2021 02:30 - 15.11.2021 02:45,""668"",""814"",""0"",""270"""
"15.11.2021 02:45 - 15.11.2021 03:00,""668"",""815"",""0"",""275"""
"15.11.2021 03:00 - 15.11.2021 03:15,""0"",""12"",""754"",""1012"""
"15.11.2021 03:15 - 15.11.2021 03:30,""0"",""12"",""754"",""1012"""
"15.11.2021 03:30 - 15.11.2021 03:45,""0"",""12"",""754"",""1012"""
"15.11.2021 03:45 - 15.11.2021 04:00,""0"",""12"",""754"",""1012"""
"15.11.2021 04:00 - 15.11.2021 04:15,""0"",""81"",""400"",""505"""
"15.11.2021 04:15 - 15.11.2021 04:30,""0"",""76"",""400"",""504"""
"15.11.2021 04:30 - 15.11.2021 04:45,""0"",""94"",""400"",""507"""
"15.11.2021 04:45 - 15.11.2021 05:00,""0"",""84"",""400"",""509"""
"15.11.2021 05:00 - 15.11.2021 05:15,""315"",""616"",""0"",""302"""
"15.11.2021 05:15 - 15.11.2021 05:30,""315"",""626"",""0"",""312"""
"15.11.2021 05:30 - 15.11.2021 05:45,""315"",""584"",""0"",""319"""
"15.11.2021 05:45 - 15.11.2021 06:00,""315"",""566"",""0"",""404"""
"15.11.2021 06:00 - 15.11.2021 06:15,""428"",""555"",""0"",""668"""
"15.11.2021 06:15 - 15.11.2021 06:30,""428"",""576"",""0"",""779"""
"15.11.2021 06:30 - 15.11.2021 06:45,""428"",""515"",""0"",""796"""
"15.11.2021 06:45 - 15.11.2021 07:00,""428"",""514"",""0"",""867"""
"15.11.2021 07:00 - 15.11.2021 07:15,""309"",""384"",""0"",""155"""
"15.11.2021 07:15 - 15.11.2021 07:30,""309"",""370"",""0"",""154"""
"15.11.2021 07:30 - 15.11.2021 07:45,""309"",""359"",""0"",""174"""
"15.11.2021 07:45 - 15.11.2021 08:00,""309"",""363"",""0"",""187"""
"15.11.2021 08:00 - 15.11.2021 08:15,""179"",""261"",""0"",""529"""
"15.11.2021 08:15 - 15.11.2021 08:30,""179"",""255"",""0"",""487"""
"15.11.2021 08:30 - 15.11.2021 08:45,""179"",""269"",""0"",""442"""
"15.11.2021 08:45 - 15.11.2021 09:00,""179"",""285"",""0"",""419"""
"15.11.2021 09:00 - 15.11.2021 09:15,""169"",""191"",""0"",""674"""
"15.11.2021 09:15 - 15.11.2021 09:30,""169"",""195"",""0"",""628"""
"15.11.2021 09:30 - 15.11.2021 09:45,""169"",""231"",""0"",""621"""
"15.11.2021 09:45 - 15.11.2021 10:00,""169"",""234"",""0"",""613"""
"15.11.2021 10:00 - 15.11.2021 10:15,""150"",""315"",""0"",""890"""
"15.11.2021 10:15 - 15.11.2021 10:30,""150"",""320"",""0"",""843"""
"15.11.2021 10:30 - 15.11.2021 10:45,""150"",""308"",""0"",""808"""
"15.11.2021 10:45 - 15.11.2021 11:00,""150"",""312"",""0"",""828"""
"15.11.2021 11:00 - 15.11.2021 11:15,""112"",""170"",""0"",""613"""
"15.11.2021 11:15 - 15.11.2021 11:30,""112"",""176"",""0"",""535"""
"15.11.2021 11:30 - 15.11.2021 11:45,""112"",""177"",""0"",""540"""
"15.11.2021 11:45 - 15.11.2021 12:00,""112"",""178"",""0"",""565"""
"15.11.2021 12:00 - 15.11.2021 12:15,""232"",""464"",""0"",""552"""
"15.11.2021 12:15 - 15.11.2021 12:30,""232"",""451"",""0"",""567"""
"15.11.2021 12:30 - 15.11.2021 12:45,""232"",""449"",""0"",""575"""
"15.11.2021 12:45 - 15.11.2021 13:00,""232"",""445"",""0"",""556"""
"15.11.2021 13:00 - 15.11.2021 13:15,""216"",""302"",""0"",""823"""
"15.11.2021 13:15 - 15.11.2021 13:30,""216"",""301"",""0"",""829"""
"15.11.2021 13:30 - 15.11.2021 13:45,""216"",""282"",""0"",""834"""
"15.11.2021 13:45 - 15.11.2021 14:00,""216"",""281"",""0"",""842"""
"15.11.2021 14:00 - 15.11.2021 14:15,""416"",""508"",""0"",""374"""
"15.11.2021 14:15 - 15.11.2021 14:30,""416"",""501"",""0"",""370"""
"15.11.2021 14:30 - 15.11.2021 14:45,""416"",""482"",""0"",""404"""
"15.11.2021 14:45 - 15.11.2021 15:00,""416"",""485"",""0"",""414"""
"15.11.2021 15:00 - 15.11.2021 15:15,""420"",""516"",""0"",""191"""
"15.11.2021 15:15 - 15.11.2021 15:30,""420"",""478"",""0"",""185"""
"15.11.2021 15:30 - 15.11.2021 15:45,""420"",""448"",""0"",""209"""
"15.11.2021 15:45 - 15.11.2021 16:00,""420"",""435"",""0"",""320"""
"15.11.2021 16:00 - 15.11.2021 16:15,""203"",""616"",""0"",""51"""
"15.11.2021 16:15 - 15.11.2021 16:30,""203"",""465"",""0"",""52"""
"15.11.2021 16:30 - 15.11.2021 16:45,""203"",""426"",""0"",""90"""
"15.11.2021 16:45 - 15.11.2021 17:00,""203"",""429"",""0"",""80"""
"15.11.2021 17:00 - 15.11.2021 17:15,""0"",""69"",""15"",""774"""
"15.11.2021 17:15 - 15.11.2021 17:30,""0"",""74"",""15"",""755"""
"15.11.2021 17:30 - 15.11.2021 17:45,""0"",""85"",""15"",""700"""
"15.11.2021 17:45 - 15.11.2021 18:00,""0"",""172"",""15"",""687"""
"15.11.2021 18:00 - 15.11.2021 18:15,""0"",""46"",""123"",""676"""
"15.11.2021 18:15 - 15.11.2021 18:30,""0"",""52"",""123"",""630"""
"15.11.2021 18:30 - 15.11.2021 18:45,""0"",""58"",""123"",""707"""
"15.11.2021 18:45 - 15.11.2021 19:00,""0"",""102"",""123"",""686"""
"15.11.2021 19:00 - 15.11.2021 19:15,""7"",""143"",""0"",""500"""
"15.11.2021 19:15 - 15.11.2021 19:30,""7"",""140"",""0"",""451"""
"15.11.2021 19:30 - 15.11.2021 19:45,""7"",""153"",""0"",""587"""
"15.11.2021 19:45 - 15.11.2021 20:00,""7"",""171"",""0"",""543"""
"15.11.2021 20:00 - 15.11.2021 20:15,""53"",""53"",""0"",""0"""
"15.11.2021 20:15 - 15.11.2021 20:30,""53"",""53"",""0"",""0"""
"15.11.2021 20:30 - 15.11.2021 20:45,""53"",""53"",""0"",""0"""
"15.11.2021 20:45 - 15.11.2021 21:00,""53"",""53"",""0"",""0"""
"15.11.2021 21:00 - 15.11.2021 21:15,""252"",""252"",""0"",""0"""
"15.11.2021 21:15 - 15.11.2021 21:30,""252"",""252"",""0"",""0"""
"15.11.2021 21:30 - 15.11.2021 21:45,""252"",""252"",""0"",""0"""
"15.11.2021 21:45 - 15.11.2021 22:00,""252"",""252"",""0"",""0"""
"15.11.2021 22:00 - 15.11.2021 22:15,""932"",""932"",""0"",""0"""
"15.11.2021 22:15 - 15.11.2021 22:30,""932"",""932"",""0"",""0"""
"15.11.2021 22:30 - 15.11.2021 22:45,""932"",""932"",""0"",""0"""
"15.11.2021 22:45 - 15.11.2021 23:00,""932"",""932"",""0"",""0"""
"15.11.2021 23:00 - 15.11.2021 23:15,""0"",""0"",""1000"",""1000"""
"15.11.2021 23:15 - 15.11.2021 23:30,""0"",""0"",""1000"",""1000"""
"15.11.2021 23:30 - 15.11.2021 23:45,""0"",""0"",""1000"",""1000"""
"15.11.2021 23:45 - 16.11.2021 00:00,""0"",""0"",""1000"",""1000"""
"16.11.2021 00:00 - 16.11.2021 00:15,""0"",""0"",""1000"",""1000"""
"16.11.2021 00:15 - 16.11.2021 00:30,""0"",""0"",""1000"",""1000"""
"16.11.2021 00:30 - 16.11.2021 00:45,""0"",""0"",""1000"",""1000"""
"16.11.2021 00:45 - 16.11.2021 01:00,""0"",""0"",""1000"",""1000"""
"16.11.2021 01:00 - 16.11.2021 01:15,""0"",""0"",""1000"",""1000"""
"16.11.2021 01:15 - 16.11.2021 01:30,""0"",""0"",""1000"",""1000"""
"16.11.2021 01:30 - 16.11.2021 01:45,""0"",""0"",""1000"",""1000"""
"16.11.2021 01:45 - 16.11.2021 02:00,""0"",""0"",""1000"",""1000"""
"16.11.2021 02:00 - 16.11.2021 02:15,""0"",""5"",""1000"",""1005"""
"16.11.2021 02:15 - 16.11.2021 02:30,""0"",""47"",""1000"",""1003"""
"16.11.2021 02:30 - 16.11.2021 02:45,""0"",""50"",""1000"",""1003"""
"16.11.2021 02:45 - 16.11.2021 03:00,""0"",""57"",""1000"",""1003"""
"16.11.2021 03:00 - 16.11.2021 03:15,""0"",""0"",""1000"",""1000"""
"16.11.2021 03:15 - 16.11.2021 03:30,""0"",""1"",""1000"",""1001"""
